rating,text,title,date,city
5,Best phone . Delivered on time . Thank you flip-cart.,Highly recommended,Aug 2024,Pune
5,Very good product in all I used before,Super!,Aug 2024,Ghaziabad
5,Faizal,Excellent,Aug 2024,Udham Singh Nagar
5,"Overall, the iPhone 15 is better than 14 Raju kumar",Wonderful,Aug 2024,Ahmadabad District
1,Despite offering bonus for exchange the final exchange value provided is very low.,Worst experience ever!,Aug 2024,Mumbai
2,Stop working after 10 days Faulty phone received Warranty... Repaired... So 2 Star Otherwise 5 Bhavesh R,Could be way better,Aug 2024,Kachchh District
5,Good phone KAMARAJ RAMADOSS,Simply awesome,Aug 2024,Chennai
4,Good product,Good choice,Aug 2024,Manesar
5,Good phone with good specs,Excellent,Aug 2024,Samastipur District
5,Amazing phone to use. PARASH SURANA,Best in the market!,Aug 2024,New Delhi
4,Nice phone Gite Amol chhagan,Good choice,Aug 2024,Pune
5,Apple has done a good job. Performance is similar to pro variants and best deal to trade in for.,Brilliant,Aug 2024,New Delhi
5,Very good product!! Specially the screen security features which apple is providing for extra security is awesome SUBHARTHI MOULE,Terrific purchase,Aug 2024,South Twenty Four Parganas District
4,Ajith,Very Good,Aug 2024,Kolar
4,GOOD AS EXPECTED,Really Nice,Aug 2024,Srinagar
1,Its hanging,Horrible,Aug 2024,Bangalore
4,Need to upgrade battery mah RAHUL KUMAR,Value-for-money,Aug 2024,New Delhi
5,Excellent product and build quality.,Awesome,Aug 2024,Pune
5,Amazing photo qu,Must buy!,Aug 2024,Bengaluru
3,Its good but not for Android lover many limitations in this ios which makes it different from other,Chakku Kumar,Aug 2024,Ratia
5,"its 15! so yes, its the best phone in the market!",Just wow!,Aug 2024,Noida
5,Superbbbbbbb,Worth every penny,Aug 2024,Hyderabad
5,Very nice,Must buy!,Aug 2024,Mudhol
4,Awesome Jenny rai,Delightful,Aug 2024,Bangalore
5,Suberb Phone !!,Brilliant,Aug 2024,New Delhi
4,Its great device for day to day usages.,Nice product,Aug 2024,Kanpur
5,Best phone picture quality very very very good,Best in the market!,Aug 2024,New Delhi
4,I love it this phone Thank you,Worth the money,Aug 2024,Jodhpur
2,The battery is poor and heats up within minutes.,Slightly disappointed,Aug 2024,Gurugram
5,Loving it Shivakumar AR,Highly recommended,Aug 2024,Bangalore
5,Fabulous camera and performance buy it blindly Battery backup also good No words buy it immediately...,Classy product,Aug 2024,Hyderabad
4,Best product,Good choice,Aug 2024,Bhilai
4,Revanth,Worth the money,Aug 2024,Nizamabad
5,Best product,Perfect product!,Aug 2024,Varanasi
5,Good product,Highly recommended,Aug 2024,Sonipat
5,Lookwise too good working smoothly Overall excellent......,Just wow!,Aug 2024,Ambala
5,FABULOUS PRODUCT,Wonderful REVIEW AFTER 18 DAYS.,Aug 2024,Patiala
3,What can we write about an iPhone. I just loved it.,Does the job,Aug 2024,Bhiwadi
5,Amazing Sivakumar S,Classy product,Aug 2024,Bengaluru
5,Best of all time,Great product,Aug 2024,Bagula
5,Great,Worth every penny,Aug 2024,Ahmedabad
1,The phone heats a lot even with light usage.,Hated it!,Aug 2024,Bangalore Division
5,,Terrific,Aug 2024,Greater Noida
1,Facing issue in connecting blue Paramjeet singh,Absolute rubbish!,Aug 2024,Bareilly
4,"Awesome , excellent, NAVEEN HONEY",Nice product,Aug 2024,Paralakhemundi
5,Quality is amazing and wonderful product by built quality,Worth every penny,Aug 2024,Ratia
5,,Mind-blowing purchase,Aug 2024,Bengaluru
5,Good product and well packed GOVARDANA CHARAN KUMAR,Terrific,Aug 2024,Kelambakkam
5,"Upgraded from oppo k10 to iphone 15 best experience and camera is stunning. Battery life is okay could be a bit better, on a normal use it gives whole day backup. Performance is unmatched. The blue colour is awesome.",Terrific purchase,Aug 2024,Bhubaneswar
1,"Function, performance not like modern other devics like Samsung , Realme, Mi etc. . Its still in market just bcz name apple otherwise its useless. Ill recommend you to purchase android phone.",Worst experience ever!,Aug 2024,Tamluk
5,Awesome look and performance is very good SUMIT DAS,Terrific,Aug 2024,Bidhan Nagar
5,Super phone,Terrific,Aug 2024,Mysuru
4,Nice for minimal use. Handy and powerful.,Wonderful,Aug 2024,Lucknow
5,Best phone,Just wow!,Aug 2024,Bahraich District
1,The overall experience is blundered.,Not recommended at all,Aug 2024,Madhubani
2,Very good Suresh kumar,Wonderful,Aug 2024,Coimbatore
5,Best camera and best performance,Mind-blowing purchase,Aug 2024,Thane
5,Loved it,Terrific,Aug 2024,Silchar
5,On time secure delivery. Loving my new iPhone 15,Perfect product!,Aug 2024,Bengaluru
3,"I have taken the Apple first time, but the performance is not up to the mark. My apple 15 mobile is dasarapu suneendra","lagging, every time, really not happy.",Aug 2024,Ramagundam
5,"Nice, nice phone",Highly recommended,Aug 2024,Kalaburgi
5,Its Good Product I Happy Shakti prasad,Terrific purchase,Aug 2024,Hyderabad
5,Just loved it,Mind-blowing purchase,Aug 2024,Puruliya
1,poor performance. krishan kumar,Utterly Disappointed,Aug 2024,New Delhi
5,Jadu gar RS,Wonderful,Aug 2024,Surat
5,ASHEESH GAUTAM,Great product,Aug 2024,Neemuch
5,VV good Karthikeya K,Classy product,Aug 2024,Hyderabad
4,Performance much Better then Androids,Value-for-money,Aug 2024,Mumbai
5,I want one more,Worth every penny,Aug 2024,Chennai
5,Camera quality is not as good as I expected ..I think we should get atleast 90 fps in I phone base model ..other wise I love this phone...,Just wow!,Jul 2024,Rourkela
5,Jitender AHIRWAR,Wonderful,Jul 2024,New Delhi
5,Quality deserves praise 8860062194,Best in the market!,Jul 2024,Delhi Division
5,ABHINASH SINGH,Perfect product!,Jul 2024,New Delhi
4,Over all good,Pretty good,Jul 2024,Bengaluru
5,Love the product n also the offer compared with the i planet . Try to buy at the time of offer Ajith anston rebello,Perfect product!,Jul 2024,Bengaluru
5,Good product Raj Bahadur sharma,Mind-blowing purchase,Jul 2024,Barabanki
5,"Performance good , sound quality nice camera quality is excellent Amazing phone, great touch sensitivity",Great product,Jul 2024,Raigarh District
5,Superb SAMEER SIRAJUDDIN SHAIKH,Classy product,Jul 2024,Mumbai
5,Good phone,Terrific,Jul 2024,Jammu
5,Excellent performance Delivery agent behaviour was so rude,Just wow!,Jul 2024,Patna
3,nishanth p,I brought for 65k in Flipkart but some time I am facing issue in mobile,Jul 2024,Chennai
5,Amazing,Mind-blowing purchase,Jul 2024,Gwalior
3,Nikhil,Heating Issue with titanium build,Jul 2024,Dausa
5,Vishal,Terrific,Jul 2024,Jaunpur
4,SANJAY MISHRA,Worth the money,Jul 2024,Lucknow
5,Mind blowing,Simply awesome,Jul 2024,Kayamkulam
2,Camera quality is not good images and videos are not clear.,Slightly disappointed,Jul 2024,Jaipur
5,Mind blowing,Terrific purchase,Jul 2024,Gobindpur
5,Value for money Mathi Santosh kumar,Brilliant,Jul 2024,New Delhi
5,overall good ashish kumar,Terrific,Jul 2024,Banswara
5,One of the best phone Worth for money Kunal M,Must buy!,Jul 2024,Bengaluru
5,Overall good experience with product and delivery yashavanth tr,Worth every penny,Jul 2024,Tumkur District
4,Beast,Nice product,Jul 2024,Ramanagara District
5,"Fantastic camera and design, Highly recommended.",Worth every penny,Jul 2024,Pimpri Chinchwad
5,I love it,Wonderful,Jul 2024,Karaikkudi
5,Best phone,Classy product,Jul 2024,Ballia
5,I love iphones,Perfect product!,Jul 2024,Hyderabad
5,Worth for 65k with good camera Arya V,Excellent,Jul 2024,Bengaluru
5,,Best in the market!,Jul 2024,Hassan District
5,Its awesome,Brilliant,Jul 2024,Khalilabad
5,NICE MOBILE ! Battery improve venki venki,Classy product,Jul 2024,Srikakulam District
5,Camera is best quality shoots Battery beak-up is very good,Excellent,Jul 2024,Kheri District
4,Good keep it up I like it,Wonderful,Jul 2024,Eluru
5,Its good phone easy to handle and camera quality,Brilliant,Jul 2024,Thrissur
3,Worst mobi,Decent product,Jul 2024,Moranhat
5,perfect phone better than anyy other smartphone under 70k premium feel love this product happy avi rawat,Worth every penny,Jul 2024,Chamoli
5,"Quick Delivery...product as expected from iPhone, crisp !",Highly recommended,Jul 2024,Kolkata
5,Awesome,Just wow!,Jul 2024,Kolkata
1,"I thought Apple wont Disappoint us But In this case it happens Used Product, Heating issue, charging not working Properly I Need to Return and Refund if Possible then Otherwise This is the last time Im gonna shut Stop using of this Platform FLIPKART in any way Thank You for your WORST EVER PRODUCT A",Very poor,Jul 2024,Chennai
5,Faraz,Wonderful,Jul 2024,Jhalawar
5,Pure experience,Mind-blowing purchase,Jul 2024,Mandi District
4,Super,Value-for-money,Jul 2024,Guntur
5,Amazing experience as this is my first experience of using iPhone after using android for a long period of time. Flipkart 1 day delivery is also very convenient .,Classy product,Jul 2024,Shamli
5,Simply superb Shankar C K,Great product,Jul 2024,Kolkata
5,Genuine item from flipkart as I checked it at the time of delivery,Just wow!,Jul 2024,Kolkata
5,Nice phone but heating problem Nice phone,Awesome,Jul 2024,Chorwad
2,Its like heater during charging. Feels like it can blast any time. Heat management is very poor. ARJUN ZAREKAR,Expected a better product,Jul 2024,Nashik
5,Very good product Om jayswal,Brilliant,Jul 2024,Mahnar Bazar
5,Jai,Brilliant,Jul 2024,Chennai
5,Lovin it,Super!,Jul 2024,Bengaluru
5,Awesome iPhone 15,Great product,Jul 2024,Makrana
5,Love it overall,Terrific purchase,Jul 2024,Guwahati
5,Smartness redefined,Terrific purchase,Jul 2024,Pimpri Chinchwad
3,Heating Issues especially during charging,Improvement needed,Jul 2024,Pimpri Chinchwad
5,Its a Really Great upgrade in Number series,Just wow!,Jul 2024,Koch Bihar District
5,This is my first phone and I liked this phone the best. I love you,Worth every penny,Jul 2024,Dumka District
5,Nice phone G.Prasad,Super!,Jul 2024,Hyderabad
5,Very Beautiful Mobile Phone AnAS MiRzA,Great product,Jul 2024,Nanauta
5,Vakil patel,Terrific,Jul 2024,Dewas District
4,Vikas Bala ji,Delightful,Jul 2024,Jind
2,Airdrop is not working as expected Battery life is less. It gets exhausted in few hours Heat issue,Slightly disappointed,Jul 2024,New Delhi
4,Amazing phone SUMON MONDAL,Wonderful,Jul 2024,New Town
5,Phone Was Too sexy soumen,Perfect product!,Jul 2024,Medinipur
5,Thanks flipkart! Prabhakar M,Perfect product!,Jul 2024,Bengaluru
5,Shobhit,Classy product,Jul 2024,Rewari District
5,Varun,Mind-blowing purchase,Jul 2024,Sri Ganganagar
4,Stunning work,Value-for-money,Jul 2024,Vaishali District
5,Marvellous phone,Awesome,Jul 2024,Hisar
5,Gaurav,Excellent,Jul 2024,Rewa
5,Okay great,Awesome,Jul 2024,Hyderabad
5,"Nice ,super ,fully recommended Rakesh mishra",Super!,Jul 2024,Bengaluru Rural District
5,Must buy phone.,Wonderful,Jul 2024,Kolkata
5,,Perfect product!,Jul 2024,Aurangabad
5,Camera and performance are the best part of this phone,Terrific,Jul 2024,Bhubaneswar
5,Amazing suresh sachin mourya p s,Classy product,Jul 2024,Kollegal
2,Very high prices,Bad quality,Jul 2024,Pehowa
5,Camera quality is top notch BHAVESH GOYAL,Worth every penny,Jul 2024,Saroornagar
5,Superb,Brilliant,Jul 2024,Bangalore
5,Awesome,Awesome,Jul 2024,Indore
5,anil mobiles,Great product,Jul 2024,Guntur
5,Nice phone Siva S,Wonderful,Jul 2024,Coimbatore
5,Too good chirag makwana,Fabulous!,Jul 2024,Vellore
4,Akshay,Delightful,Jul 2024,Burhanpur
5,Worth to watch,Terrific,Jul 2024,Chennai
5,Just awesome Anu maria,Terrific,Jul 2024,Bhilai
4,"The camera quality is awesome, the overall performance is too good as I personally like the design of this phone, dynamic Iceland has enhanced the design experience I love this product.",Pretty good,Jul 2024,New Delhi
5,,Terrific,Jul 2024,Sawai Madhopur
5,Nice phone KARAN SINGH,Simply awesome,Jul 2024,Nalagarh
4,Overall good happy me happy your customer,Delightful,Jul 2024,Shillong
5,,Just wow!,Jul 2024,Anand
5,Abhinav Singh negi,Just wow!,Jul 2024,Dehradun
5,Thanks for this beautiful and wonderful gift,Awesome,Jul 2024,Barpeta District
5,Cameras is so good as well battery life love it .,Brilliant,Jul 2024,Alipurduar District
5,Thanks Apple,Great product,Jul 2024,Hyderabad
4,Mithilesh,Very Good,Jul 2024,Burhanpur
5,Good camera quality,Excellent,Jul 2024,Patna District
5,Superb.,Highly recommended,Jul 2024,Srivilliputhur
4,not a special feature for me,Pretty good,Jul 2024,Noida
5,good product,Wonderful,Jul 2024,Balotra
3,Poonem,Its good,Jul 2024,Hyderabad
5,Awesome Deepak mahour,Just wow!,Jul 2024,Gwalior
5,amit jain,Best in the market!,Jul 2024,Khatauli
5,Good camera quality and superb,Mind-blowing purchase,Jul 2024,Belgaum District
5,Arbaz,Great product,Jul 2024,Bulandshahr
5,unbelievable amazing love and beautiful,Must buy!,Jul 2024,Bulandshahr
4,Mallikarjunanaik,Pretty good,Jul 2024,Bengaluru
5,Great product. Absolute value for money,Great product,Jul 2024,Pune
5,Rahul,Classy product,Jul 2024,Mira Bhayandar
5,iPhone is the best,Perfect product!,Jul 2024,Patiala
5,Very nice phone best camera and display Using from 2 months battery backup is good give 7 to 8 hr screen on time. The performance is butter smooth.,Terrific purchase,Jul 2024,Lucknow
4,"Beautiful camera ,good performance",Delightful,Jul 2024,Ashta
5,Awesome,Worth every penny,Jul 2024,Burdwan
4,Alekha,Good choice,Jul 2024,Anugul
5,Appu S,Best in the market!,Jul 2024,Mandya
5,Super Sutharson S,Mind-blowing purchase,Jul 2024,Thisayanvilai
4,Premium experience Venkadesh R,Delightful,Jul 2024,Tirunelveli
1,Bad iPhone,Terrible product,Jun 2024,South West Delhi
3,Sushant raja,Battery average,Jun 2024,Murarai
5,Everything is awesome blindly go for it. but only in sale or price drop.,Wonderful,Jun 2024,Baikunthpur
3,Ankit,Hitting when charging.,Jun 2024,New Delhi
5,Love it!!,Must buy!,Jun 2024,Sivakasi
5,Awesome phone,Awesome,Jun 2024,Aligarh
5,First time using iphone..battery backup not up to the mark.. camera is great..hands feel is good..Overall good experience..,Awesome,Jun 2024,Baruipur
5,"Product is awasome. Camera, security, performance, design all feels like premium, but it only lacks of touch Id. I dont know why but it has only face Id and passcode.",Brilliant,Jun 2024,Purba Medinipur District
3,,Flipkart Customer,Jun 2024,Medinipur
2,Camera Quality not good compare to other I phone,Slightly disappointed,Jun 2024,Riico Industrial Area Khushkhera
5,Nice phn,Great product,Jun 2024,Guwahati
5,Laxminarayan,Worth every penny,Jun 2024,Ashoknagar
5,Narendra,Super!,Jun 2024,Bikaner
5,Perfect,Super!,Jun 2024,Jaipur
5,Best product worth,Super!,Jun 2024,South Goa
5,Overall good,Must buy!,Jun 2024,Bolangir
5,Good vibe to purchase it...camera is awesome Roman RR,Mind-blowing purchase,Jun 2024,Shivamogga
5,EXCELLENT VINAY KUMAR,AMAZING PHONE!,Jun 2024,Bangalore
1,Not good I phone,Waste of money!,Jun 2024,Varanasi
5,Best picture Quality thanks a lots,Wonderful,Jun 2024,Konch
5,Good product Karthik K V,Terrific purchase,Jun 2024,Bangalore
4,Good product.... I like it,Very Good,Jun 2024,Patna
5,"My first iPhone Best filling with iPhone15 , camera results is ossam,best performance.very happy with iPhone15",Simply awesome,Jun 2024,Sanand
5,"This is super awesome product, I am in love with my new Iphone lovish gupta",Perfect product!,Jun 2024,New Delhi
5,good one,Excellent,Jun 2024,Bangalore Urban
5,Shashi,Awesome,Jun 2024,New Delhi
5,Fabulous . DIVYANSH SINGH,Worth every penny,Jun 2024,Bhopal
5,Best phone,Simply awesome,Jun 2024,Agra
5,Deepak,Must buy!,Jun 2024,New Delhi
5,"Excellent camera, battery back up and performance",Fabulous!,Jun 2024,Parota
1,Waste of money,Did not meet expectations,Jun 2024,Kolkata
5,Superb product thank you,Simply awesome,Jun 2024,Kumarghat
5,good colour,Great product,Jun 2024,Arambol
5,Best for use,Super!,Jun 2024,Sampla
5,Awesome product,Simply awesome,Jun 2024,Madurai
5,Overall good Prince rahumo,Brilliant,Jun 2024,Jodhpur
5,Awsome product Vinay kumar,Terrific purchase,Jun 2024,New Delhi
5,Sohini,Worth every penny,Jun 2024,Kolkata
5,,Highly recommended,Jun 2024,Jashpurnagar
2,Battery over heating issue,Bad quality,Jun 2024,Hyderabad
3,Sandesh P,Not up to the mark as compared to android phone. Basic easy to use not the,Jun 2024,Bengaluru
5,Excellent Phone First Time Purchase But Good SUTARIYA JAYKUMAR,Great product,Jun 2024,Botad
1,Heating a lot while charging Sometimes touch not working at selected points Sometimes status and videos audio not listen it will resume after restart the application Camera quality is not so good Slow motion video quality is not so good,Worthless,Jun 2024,New Delhi
